CELLNAME	LAT	LONG	LAC	CELLID	AZIMUTH	TECH	NODE
UNC4268S	32.8027031815285	35.0005636766519	10151	42682	240	3G	
UNC4268T	32.8027031815285	35.0005636766519	10151	42683	330	3G	
UNC4268V	32.8027031815285	35.0005636766519	10151	42685	150	3G	
UNC4268W	32.8027031815285	35.0005636766519	10151	42686	240	3G	
UNC4268X	32.8027031815285	35.0005636766519	10151	42687	330	3G	
UNC4270I	32.8683986409048	35.0981493451048	10152	42708	0	3G	
UNC4270J	32.8683986409048	35.0981493451048	10152	42709	180	3G	
UNC4270K	32.8683986409048	35.0981493451048	10152	42700	290	3G	
UNC4270R	32.8683986409048	35.0981493451048	10152	42701	0	3G	
UNC4270S	32.8683986409048	35.0981493451048	10152	42702	180	3G	
UNC4270T	32.8683986409048	35.0981493451048	10152	42703	290	3G	
UNC4270V	32.8683986409048	35.0981493451048	10152	42705	0	3G	
UNC4270W	32.8683986409048	35.0981493451048	10152	42706	180	3G	
UNC4270X	32.8683986409048	35.0981493451048	10152	42707	290	3G	
UNC4285I	32.9034534821453	35.0914297268217	10155	42858	80	3G	
UNC4285J	32.9034534821453	35.0914297268217	10155	42859	180	3G	
UNC4285K	32.9034534821453	35.0914297268217	10155	42850	270	3G	
UNC4285R	32.9034534821453	35.0914297268217	10155	42851	80	3G	
UNC4285S	32.9034534821453	35.0914297268217	10155	42852	180	3G	
UNC4285T	32.9034534821453	35.0914297268217	10155	42853	270	3G	
UNC4285V	32.9034534821453	35.0914297268217	10155	42855	80	3G	
UNC4285W	32.9034534821453	35.0914297268217	10155	42856	180	3G	
UNC4285X	32.9034534821453	35.0914297268217	10155	42857	270	3G	
UNC4288I	32.7776449426114	35.0385726016786	10151	42888	0	3G	
UNC4288J	32.7776449426114	35.0385726016786	10151	42889	100	3G	
UNC4288K	32.7776449426114	35.0385726016786	10151	42880	245	3G	
UNC4288R	32.7776449426114	35.0385726016786	10151	42881	0	3G	
UNC4288S	32.7776449426114	35.0385726016786	10151	42882	100	3G	
UNC4288T	32.7776449426114	35.0385726016786	10151	42883	245	3G	
UNC4288V	32.7776449426114	35.0385726016786	10151	42885	0	3G	
UNC4288W	32.7776449426114	35.0385726016786	10151	42886	100	3G	
UNC4288X	32.7776449426114	35.0385726016786	10151	42887	245	3G	
UNC4296I	32.9220211294762	35.0847667555342	10155	42968	60	3G	
UNC4296J	32.9220211294762	35.0847667555342	10155	42969	280	3G	
UNC4296K	32.9220211294762	35.0847667555342	10155	42960	350	3G	
UNC4296M	32.9220211294762	35.0847667555342	10155	24511	60	3G	
UNC4296N	32.9220211294762	35.0847667555342	10155	24512	280	3G	
UNC4296O	32.9220211294762	35.0847667555342	10155	24513	350	3G	
UNC4296R	32.9220211294762	35.0847667555342	10155	42961	60	3G	
UNC4296S	32.9220211294762	35.0847667555342	10155	42962	280	3G	
UNC4296T	32.9220211294762	35.0847667555342	10155	42963	350	3G	
UNC4296V	32.9220211294762	35.0847667555342	10155	42965	60	3G	
UNC4296W	32.9220211294762	35.0847667555342	10155	42966	280	3G	
UNC4296X	32.9220211294762	35.0847667555342	10155	42967	350	3G	
UNC4297I	32.9357898917244	35.0927992707113	10155	42978	0	3G	
UNC4297J	32.9357898917244	35.0927992707113	10155	42979	180	3G	
UNC4297K	32.9357898917244	35.0927992707113	10155	42970	280	3G	
UNC4297R	32.9357898917244	35.0927992707113	10155	42971	0	3G	
UNC4297S	32.9357898917244	35.0927992707113	10155	42972	180	3G	
UNC4297T	32.9357898917244	35.0927992707113	10155	42973	280	3G	
UNC4297V	32.9357898917244	35.0927992707113	10155	42975	0	3G	
UNC4297W	32.9357898917244	35.0927992707113	10155	42976	180	3G	
UNC4297X	32.9357898917244	35.0927992707113	10155	42977	280	3G	
UNC4305I	32.6506472104389	35.121679343056	10153	43058	130	3G	
UNC4305J	32.6506472104389	35.121679343056	10153	43059	205	3G	
UNC4305K	32.6506472104389	35.121679343056	10153	43050	270	3G	
UNC4305L	32.6506472104389	35.121679343056	10153	57087	330	3G	
UNC4305R	32.6506472104389	35.121679343056	10153	43051	160	3G	
UNC4305S	32.6506472104389	35.121679343056	10153	43052	205	3G	
UNC4305T	32.6506472104389	35.121679343056	10153	43053	270	3G	
UNC4305U	32.6506472104389	35.121679343056	10153	57085	330	3G	
UNC4305V	32.6506472104389	35.121679343056	10153	43055	160	3G	
UNC4305W	32.6506472104389	35.121679343056	10153	43056	205	3G	
UNC4305X	32.6506472104389	35.121679343056	10153	43057	270	3G	
UNC4305Y	32.6506472104389	35.121679343056	10153	57086	330	3G	
UNC4306I	32.5610715410046	34.9361961107122	10182	43068	30	3G	
UNC4306J	32.5610715410046	34.9361961107122	10182	43069	80	3G	
UNC4306K	32.5610715410046	34.9361961107122	10182	43060	260	3G	
UNC4306R	32.5610715410046	34.9361961107122	10182	43061	30	3G	
UNC4306S	32.5610715410046	34.9361961107122	10182	43062	80	3G	
UNC4306T	32.5610715410046	34.9361961107122	10182	43063	260	3G	
UNC4306V	32.5610715410046	34.9361961107122	10182	43065	30	3G	
UNC4306W	32.5610715410046	34.9361961107122	10182	43066	80	3G	
UNC4306X	32.5610715410046	34.9361961107122	10182	43067	260	3G	
UNC4309I	33.0055373101465	35.2057290342463	10033	43098	70	3G	
UNC4309J	33.0055373101465	35.2057290342463	10033	43099	130	3G	
UNC4309K	33.0055373101465	35.2057290342463	10033	43090	340	3G	
UNC4309R	33.0055373101465	35.2057290342463	10033	43091	70	3G	
UNC4309S	33.0055373101465	35.2057290342463	10033	43092	130	3G	
UNC4309T	33.0055373101465	35.2057290342463	10033	43093	340	3G	
UNC4309V	33.0055373101465	35.2057290342463	10033	43095	70	3G	
UNC4309W	33.0055373101465	35.2057290342463	10033	43096	130	3G	
UNC4309X	33.0055373101465	35.2057290342463	10033	43097	340	3G	
UNC4327I	32.8101047289949	34.9747136478954	10151	43278	10	3G	
UNC4327J	32.8101047289949	34.9747136478954	10151	43279	145	3G	
UNC4327K	32.8101047289949	34.9747136478954	10151	43270	200	3G	
UNC4327L	32.8101047289949	34.9747136478954	10151	57546	280	3G	
UNC4327R	32.8101047289949	34.9747136478954	10151	43271	30	3G	
UNC4327S	32.8101047289949	34.9747136478954	10151	43272	130	3G	
UNC4327T	32.8101047289949	34.9747136478954	10151	43273	290	3G	
UNC4327V	32.8101047289949	34.9747136478954	10151	43275	30	3G	
UNC4327W	32.8101047289949	34.9747136478954	10151	43276	130	3G	
UNC4327X	32.8101047289949	34.9747136478954	10151	43277	290	3G	
UNC4328I	32.784839196988	35.0578470217023	10151	43288	35	3G	
UNC4328J	32.784839196988	35.0578470217023	10151	43289	100	3G	
UNC4328K	32.784839196988	35.0578470217023	10151	43280	325	3G	
UNC4328R	32.784839196988	35.0578470217023	10151	43281	35	3G	
UNC4328S	32.784839196988	35.0578470217023	10151	43282	100	3G	
UNC4328T	32.784839196988	35.0578470217023	10151	43283	325	3G	
UNC4328V	32.784839196988	35.0578470217023	10151	43285	35	3G	
UNC4328W	32.784839196988	35.0578470217023	10151	43286	100	3G	
UNC4328X	32.784839196988	35.0578470217023	10151	43287	325	3G	
UNC4335R	32.7737228882486	35.0030265258984	10151	43351	280	3G	
UNC4335V	32.7737228882486	35.0030265258984	10151	43355	280	3G	
UNC4337I	32.7586453759084	34.9575358446062	10151	43378	0	3G	
UNC4337J	32.7586453759084	34.9575358446062	10151	43379	90	3G	
UNC4337K	32.7586453759084	34.9575358446062	10151	43370	190	3G	
UNC4337R	32.7586453759084	34.9575358446062	10151	43371	0	3G	
UNC4337S	32.7586453759084	34.9575358446062	10151	43372	90	3G	
UNC4337T	32.7586453759084	34.9575358446062	10151	43373	190	3G	
UNC4337V	32.7586453759084	34.9575358446062	10151	43375	0	3G	
UNC4337W	32.7586453759084	34.9575358446062	10151	43376	90	3G	
UNC4337X	32.7586453759084	34.9575358446062	10151	43377	190	3G	
UNC4341I	32.8088141260307	35.0072608131618	10151	43418	90	3G	
UNC4341J	32.8088141260307	35.0072608131618	10151	43419	240	3G	
UNC4341K	32.8088141260307	35.0072608131618	10151	43410	350	3G	
UNC4341R	32.8088141260307	35.0072608131618	10151	43411	90	3G	
UNC4341S	32.8088141260307	35.0072608131618	10151	43412	240	3G	
UNC4341T	32.8088141260307	35.0072608131618	10151	43413	350	3G	
UNC4341V	32.8088141260307	35.0072608131618	10151	43415	90	3G	
UNC4341W	32.8088141260307	35.0072608131618	10151	43416	240	3G	
UNC4341X	32.8088141260307	35.0072608131618	10151	43417	350	3G	
UNC4343I	32.7864005776513	34.9805431316266	10151	43438	55	3G	
UNC4343J	32.7864005776513	34.9805431316266	10151	43439	155	3G	
UNC4343K	32.7864005776513	34.9805431316266	10151	43430	350	3G	
UNC4343R	32.7864005776513	34.9805431316266	10151	43431	55	3G	
UNC4343S	32.7864005776513	34.9805431316266	10151	43432	155	3G	
UNC4343T	32.7864005776513	34.9805431316266	10151	43433	350	3G	
UNC4343V	32.7864005776513	34.9805431316266	10151	43435	55	3G	
UNC4343W	32.7864005776513	34.9805431316266	10151	43436	155	3G	
UNC4343X	32.7864005776513	34.9805431316266	10151	43437	350	3G	
UNC4344I	32.7742335750584	35.0313415384871	10151	43448	160	3G	
UNC4344J	32.7742335750584	35.0313415384871	10151	43449	264	3G	
UNC4344R	32.7742335750584	35.0313415384871	10151	43441	160	3G	
UNC4344S	32.7742335750584	35.0313415384871	10151	43442	264	3G	
UNC4344V	32.7742335750584	35.0313415384871	10151	43445	160	3G	
UNC4344W	32.7742335750584	35.0313415384871	10151	43446	264	3G	
UNC4347I	32.7890748070595	34.9995345238561	10151	43478	65	3G	
UNC4347J	32.7890748070595	34.9995345238561	10151	43479	150	3G	
UNC4347K	32.7890748070595	34.9995345238561	10151	43470	230	3G	
UNC4347L	32.7890748070595	34.9995345238561	10151	57570	300	3G	
UNC4347R	32.7890748070595	34.9995345238561	10151	43471	65	3G	
UNC4347S	32.7890748070595	34.9995345238561	10151	43472	135	3G	
UNC4347T	32.7890748070595	34.9995345238561	10151	43473	220	3G	
UNC4347U	32.7890748070595	34.9995345238561	10151	57568	315	3G	
UNC4347V	32.7890748070595	34.9995345238561	10151	43475	65	3G	
UNC4347W	32.7890748070595	34.9995345238561	10151	43476	135	3G	
UNC4347X	32.7890748070595	34.9995345238561	10151	43477	220	3G	
UNC4347Y	32.7890748070595	34.9995345238561	10151	57569	315	3G	
UNC4349I	32.9451490306846	35.0745126917298	10155	43498	45	3G	
UNC4349J	32.9451490306846	35.0745126917298	10155	43499	105	3G	
UNC4349K	32.9451490306846	35.0745126917298	10155	43490	170	3G	
UNC4349R	32.9451490306846	35.0745126917298	10155	43491	45	3G	
UNC4349S	32.9451490306846	35.0745126917298	10155	43492	105	3G	
UNC4349T	32.9451490306846	35.0745126917298	10155	43493	170	3G	
UNC4349V	32.9451490306846	35.0745126917298	10155	43495	45	3G	
UNC4349W	32.9451490306846	35.0745126917298	10155	43496	105	3G	
UNC4349X	32.9451490306846	35.0745126917298	10155	43497	170	3G	
UNC4351I	32.6475366819721	35.0750382469277	10153	43518	10	3G	
UNC4351J	32.6475366819721	35.0750382469277	10153	43519	120	3G	
UNC4351K	32.6475366819721	35.0750382469277	10153	43510	330	3G	
UNC4351R	32.6475366819721	35.0750382469277	10153	43511	10	3G	
UNC4351S	32.6475366819721	35.0750382469277	10153	43512	120	3G	
UNC4351T	32.6475366819721	35.0750382469277	10153	43513	330	3G	
UNC4351V	32.6475366819721	35.0750382469277	10153	43515	10	3G	
UNC4351W	32.6475366819721	35.0750382469277	10153	43516	120	3G	
UNC4351X	32.6475366819721	35.0750382469277	10153	43517	330	3G	
UNC4354I	32.7825570388473	35.0145677578	10151	43548	40	3G	
UNC4354J	32.7825570388473	35.0145677578	10151	43549	190	3G	
UNC4354K	32.7825570388473	35.0145677578	10151	43540	290	3G	
UNC4354R	32.7825570388473	35.0145677578	10151	43541	40	3G	
UNC4354S	32.7825570388473	35.0145677578	10151	43542	190	3G	
UNC4354T	32.7825570388473	35.0145677578	10151	43543	290	3G	
UNC4354V	32.7825570388473	35.0145677578	10151	43545	40	3G	
UNC4354W	32.7825570388473	35.0145677578	10151	43546	190	3G	
UNC4354X	32.7825570388473	35.0145677578	10151	43547	290	3G	
UNC4357I	32.8184708227917	34.9867550267048	10151	43578	115	3G	
UNC4357J	32.8184708227917	34.9867550267048	10151	43579	215	3G	
UNC4357K	32.8184708227917	34.9867550267048	10151	43570	340	3G	
UNC4357R	32.8184708227917	34.9867550267048	10151	43571	115	3G	
UNC4357S	32.8184708227917	34.9867550267048	10151	43572	215	3G	
UNC4357T	32.8184708227917	34.9867550267048	10151	43573	340	3G	
UNC4357V	32.8184708227917	34.9867550267048	10151	43575	115	3G	
UNC4357W	32.8184708227917	34.9867550267048	10151	43576	215	3G	
UNC4357X	32.8184708227917	34.9867550267048	10151	43577	340	3G	
UNC4361I	33.025398430393	35.0945180879444	10031	43618	60	3G	
UNC4361J	33.025398430393	35.0945180879444	10031	43619	170	3G	
UNC4361R	33.025398430393	35.0945180879444	10031	43611	60	3G	
UNC4361S	33.025398430393	35.0945180879444	10031	43612	170	3G	
UNC4361V	33.025398430393	35.0945180879444	10031	43615	60	3G	
UNC4361W	33.025398430393	35.0945180879444	10031	43616	170	3G	
UNC4364I	32.6776250650392	34.9376197933273	10182	43648	20	3G	
UNC4364J	32.6776250650392	34.9376197933273	10182	43649	160	3G	
UNC4364K	32.6776250650392	34.9376197933273	10182	43640	290	3G	
UNC4364R	32.6776250650392	34.9376197933273	10182	43641	20	3G	
UNC4364S	32.6776250650392	34.9376197933273	10182	43642	160	3G	
UNC4364T	32.6776250650392	34.9376197933273	10182	43643	290	3G	
UNC4364V	32.6776250650392	34.9376197933273	10182	43645	20	3G	
UNC4364W	32.6776250650392	34.9376197933273	10182	43646	160	3G	
UNC4364X	32.6776250650392	34.9376197933273	10182	43647	290	3G	
UNC4366I	32.7703163575921	35.0219572021426	10151	43668	180	3G	
UNC4366J	32.7703163575921	35.0219572021426	10151	43669	240	3G	
UNC4366K	32.7703163575921	35.0219572021426	10151	43660	350	3G	
UNC4366R	32.7703163575921	35.0219572021426	10151	43661	180	3G	
UNC4366S	32.7703163575921	35.0219572021426	10151	43662	240	3G	
UNC4366T	32.7703163575921	35.0219572021426	10151	43663	350	3G	
UNC4366V	32.7703163575921	35.0219572021426	10151	43665	180	3G	
UNC4366W	32.7703163575921	35.0219572021426	10151	43666	240	3G	
UNC4366X	32.7703163575921	35.0219572021426	10151	43667	350	3G	
UNC4368I	32.9245610104481	35.1674605515965	10032	43688	20	3G	
UNC4368J	32.9245610104481	35.1674605515965	10032	43689	80	3G	
UNC4368K	32.9245610104481	35.1674605515965	10032	43680	290	3G	
UNC4368O	32.9245610104481	35.1674605515965	10032	24505	290	3G	
UNC4368R	32.9245610104481	35.1674605515965	10032	43681	20	3G	
UNC4368S	32.9245610104481	35.1674605515965	10032	43682	80	3G	
UNC4368T	32.9245610104481	35.1674605515965	10032	43683	290	3G	
UNC4368V	32.9245610104481	35.1674605515965	10032	43685	20	3G	
UNC4368W	32.9245610104481	35.1674605515965	10032	43686	80	3G	
UNC4368X	32.9245610104481	35.1674605515965	10032	43687	290	3G	
UNC4369I	32.999621211883	35.1024293508845	10031	43698	40	3G	
UNC4369J	32.999621211883	35.1024293508845	10031	43699	190	3G	
UNC4369K	32.999621211883	35.1024293508845	10031	43690	280	3G	
UNC4369R	32.999621211883	35.1024293508845	10031	43691	40	3G	
UNC4369S	32.999621211883	35.1024293508845	10031	43692	190	3G	
UNC4369T	32.999621211883	35.1024293508845	10031	43693	280	3G	
UNC4369V	32.999621211883	35.1024293508845	10031	43695	40	3G	
UNC4369W	32.999621211883	35.1024293508845	10031	43696	190	3G	
UNC4369X	32.999621211883	35.1024293508845	10031	43697	280	3G	
UNC4370I	32.5740412540459	34.9532837069538	10182	43708	120	3G	
UNC4370J	32.5740412540459	34.9532837069538	10182	43709	240	3G	
UNC4370K	32.5740412540459	34.9532837069538	10182	43700	350	3G	
UNC4370R	32.5740412540459	34.9532837069538	10182	43701	120	3G	
UNC4370S	32.5740412540459	34.9532837069538	10182	43702	240	3G	
UNC4370T	32.5740412540459	34.9532837069538	10182	43703	350	3G	
UNC4370V	32.5740412540459	34.9532837069538	10182	43705	120	3G	
UNC4370W	32.5740412540459	34.9532837069538	10182	43706	240	3G	
UNC4370X	32.5740412540459	34.9532837069538	10182	43707	350	3G	
UNC4382I	32.4980341755352	34.9055421498017	10182	43828	0	3G	
UNC4382J	32.4980341755352	34.9055421498017	10182	43829	90	3G	
UNC4382K	32.4980341755352	34.9055421498017	10182	43820	180	3G	
UNC4382R	32.4980341755352	34.9055421498017	10182	43821	0	3G	
UNC4382S	32.4980341755352	34.9055421498017	10182	43822	90	3G	
UNC4382T	32.4980341755352	34.9055421498017	10182	43823	180	3G	
UNC4382V	32.4980341755352	34.9055421498017	10182	43825	0	3G	
UNC4382W	32.4980341755352	34.9055421498017	10182	43826	90	3G	
UNC4382X	32.4980341755352	34.9055421498017	10182	43827	180	3G	
UNC4384I	33.0791495870181	35.2129573366043	10033	43848	40	3G	
UNC4384J	33.0791495870181	35.2129573366043	10033	43849	320	3G	
UNC4384R	33.0791495870181	35.2129573366043	10033	43841	40	3G	
UNC4384S	33.0791495870181	35.2129573366043	10033	43842	320	3G	
UNC4384V	33.0791495870181	35.2129573366043	10033	43845	40	3G	
UNC4384W	33.0791495870181	35.2129573366043	10033	43846	320	3G	
UNC4386I	32.8019511336256	35.0512108291389	10152	43868	0	3G	
UNC4386J	32.8019511336256	35.0512108291389	10152	43869	110	3G	
UNC4386K	32.8019511336256	35.0512108291389	10152	43860	250	3G	
UNC4386R	32.8019511336256	35.0512108291389	10152	43861	0	3G	
UNC4386S	32.8019511336256	35.0512108291389	10152	43862	110	3G	
UNC4386T	32.8019511336256	35.0512108291389	10152	43863	250	3G	
UNC4386V	32.8019511336256	35.0512108291389	10152	43865	0	3G	
UNC4386W	32.8019511336256	35.0512108291389	10152	43866	110	3G	
UNC4386X	32.8019511336256	35.0512108291389	10152	43867	250	3G	
UNC4387I	32.8123821027812	34.9985624582256	10151	43878	160	3G	
UNC4387J	32.8123821027812	34.9985624582256	10151	43879	240	3G	
UNC4387K	32.8123821027812	34.9985624582256	10151	43870	330	3G	
UNC4387R	32.8123821027812	34.9985624582256	10151	43871	160	3G	
UNC4387S	32.8123821027812	34.9985624582256	10151	43872	240	3G	
UNC4387T	32.8123821027812	34.9985624582256	10151	43873	330	3G	
UNC4387V	32.8123821027812	34.9985624582256	10151	43875	160	3G	
UNC4387W	32.8123821027812	34.9985624582256	10151	43876	240	3G	
UNC4387X	32.8123821027812	34.9985624582256	10151	43877	330	3G	
UNC4388I	32.7814539631499	35.0278171838631	10151	43888	170	3G	
UNC4388J	32.7814539631499	35.0278171838631	10151	43889	220	3G	
UNC4388R	32.7814539631499	35.0278171838631	10151	43881	170	3G	
UNC4388S	32.7814539631499	35.0278171838631	10151	43882	220	3G	
UNC4388V	32.7814539631499	35.0278171838631	10151	43885	170	3G	
UNC4388W	32.7814539631499	35.0278171838631	10151	43886	220	3G	
UNC4390I	32.790091091329	35.0355254394997	10151	43908	0	3G	
UNC4390J	32.790091091329	35.0355254394997	10151	43909	120	3G	
UNC4390K	32.790091091329	35.0355254394997	10151	43900	220	3G	
UNC4390R	32.790091091329	35.0355254394997	10151	43901	0	3G	
UNC4390S	32.790091091329	35.0355254394997	10151	43902	120	3G	
UNC4390T	32.790091091329	35.0355254394997	10151	43903	260	3G	
UNC4390V	32.790091091329	35.0355254394997	10151	43905	0	3G	
UNC4390W	32.790091091329	35.0355254394997	10151	43906	120	3G	
UNC4390X	32.790091091329	35.0355254394997	10151	43907	260	3G	
UNC4397I	32.8099999085371	34.9974038111271	10151	43978	165	3G	
UNC4397J	32.8099999085371	34.9974038111271	10151	43979	270	3G	
UNC4397R	32.8099999085371	34.9974038111271	10151	43971	165	3G	
UNC4397S	32.8099999085371	34.9974038111271	10151	43972	270	3G	
UNC4397V	32.8099999085371	34.9974038111271	10151	43975	165	3G	
UNC4397W	32.8099999085371	34.9974038111271	10151	43976	270	3G	
UNC4399I	32.7780054407562	35.0451685745955	10151	43998	160	3G	
UNC4399J	32.7780054407562	35.0451685745955	10151	43999	220	3G	
UNC4399K	32.7780054407562	35.0451685745955	10151	43990	290	3G	
UNC4399R	32.7780054407562	35.0451685745955	10151	43991	160	3G	
UNC4399S	32.7780054407562	35.0451685745955	10151	43992	220	3G	
UNC4399T	32.7780054407562	35.0451685745955	10151	43993	290	3G	
UNC4399V	32.7780054407562	35.0451685745955	10151	43995	160	3G	
UNC4399W	32.7780054407562	35.0451685745955	10151	43996	220	3G	
UNC4399X	32.7780054407562	35.0451685745955	10151	43997	290	3G	
UNC4413I	32.8143779138562	35.0028470340856	10151	44138	0	3G	
UNC4413J	32.8143779138562	35.0028470340856	10151	44139	150	3G	
UNC4413K	32.8143779138562	35.0028470340856	10151	44130	280	3G	
UNC4413R	32.8143779138562	35.0028470340856	10151	44131	0	3G	
UNC4413S	32.8143779138562	35.0028470340856	10151	44132	150	3G	
UNC4413T	32.8143779138562	35.0028470340856	10151	44133	280	3G	
UNC4413V	32.8143779138562	35.0028470340856	10151	44135	0	3G	
UNC4413W	32.8143779138562	35.0028470340856	10151	44136	150	3G	
UNC4413X	32.8143779138562	35.0028470340856	10151	44137	280	3G	
UNC4423I	32.8597433466824	35.0936682688932	10152	44238	0	3G	
UNC4423J	32.8597433466824	35.0936682688932	10152	44239	90	3G	
UNC4423K	32.8597433466824	35.0936682688932	10152	44230	160	3G	
UNC4423L	32.8597433466824	35.0936682688932	10152	57471	260	3G	
UNC4423R	32.8597433466824	35.0936682688932	10152	44231	0	3G	
UNC4423S	32.8597433466824	35.0936682688932	10152	44232	90	3G	
UNC4423T	32.8597433466824	35.0936682688932	10152	44233	160	3G	
UNC4423U	32.8597433466824	35.0936682688932	10152	57469	260	3G	
UNC4423V	32.8597433466824	35.0936682688932	10152	44235	0	3G	
UNC4423W	32.8597433466824	35.0936682688932	10152	44236	90	3G	
UNC4423X	32.8597433466824	35.0936682688932	10152	44237	160	3G	
UNC4423Y	32.8597433466824	35.0936682688932	10152	57470	260	3G	
UNC4428I	32.5648936608366	34.9530417183738	10182	44288	5	3G	
UNC4428J	32.5648936608366	34.9530417183738	10182	44289	265	3G	
UNC4428R	32.5648936608366	34.9530417183738	10182	44281	5	3G	
UNC4428S	32.5648936608366	34.9530417183738	10182	44282	265	3G	
UNC4428V	32.5648936608366	34.9530417183738	10182	44285	5	3G	
UNC4428W	32.5648936608366	34.9530417183738	10182	44286	265	3G	
UNC4437I	32.5129813689716	34.9047047775571	10182	44378	5	3G	
UNC4437J	32.5129813689716	34.9047047775571	10182	44379	245	3G	
UNC4437R	32.5129813689716	34.9047047775571	10182	44371	5	3G	
UNC4437S	32.5129813689716	34.9047047775571	10182	44372	245	3G	
UNC4437V	32.5129813689716	34.9047047775571	10182	44375	5	3G	
UNC4437W	32.5129813689716	34.9047047775571	10182	44376	245	3G	
UNC4438I	32.8142288263311	34.9919588422647	10151	44388	120	3G	
UNC4438J	32.8142288263311	34.9919588422647	10151	44389	190	3G	
UNC4438K	32.8142288263311	34.9919588422647	10151	44380	290	3G	
UNC4438R	32.8142288263311	34.9919588422647	10151	44381	120	3G	
UNC4438S	32.8142288263311	34.9919588422647	10151	44382	190	3G	
UNC4438T	32.8142288263311	34.9919588422647	10151	44383	290	3G	
UNC4438V	32.8142288263311	34.9919588422647	10151	44385	120	3G	
UNC4438W	32.8142288263311	34.9919588422647	10151	44386	190	3G	
UNC4438X	32.8142288263311	34.9919588422647	10151	44387	290	3G	
UNC4439I	32.7897896923873	34.9661819907816	10151	44398	50	3G	
UNC4439J	32.7897896923873	34.9661819907816	10151	44399	110	3G	
UNC4439K	32.7897896923873	34.9661819907816	10151	44390	200	3G	
UNC4439L	32.7897896923873	34.9661819907816	10151	57582	270	3G	
UNC4439R	32.7897896923873	34.9661819907816	10151	44391	110	3G	
UNC4439S	32.7897896923873	34.9661819907816	10151	44392	220	3G	
UNC4439T	32.7897896923873	34.9661819907816	10151	44393	270	3G	
UNC4439V	32.7897896923873	34.9661819907816	10151	44395	110	3G	
UNC4439W	32.7897896923873	34.9661819907816	10151	44396	220	3G	
UNC4439X	32.7897896923873	34.9661819907816	10151	44397	270	3G	
UNC4449I	32.745529238225	35.0341087787992	10151	44498	140	3G	
UNC4449J	32.745529238225	35.0341087787992	10151	44499	280	3G	
UNC4454I	32.9771462163243	35.09441661729	10031	44548	90	3G	
UNC4454J	32.9771462163243	35.09441661729	10031	44549	180	3G	
UNC4454K	32.9771462163243	35.09441661729	10031	44540	300	3G	
UNC4454R	32.9771462163243	35.09441661729	10031	44541	90	3G	
UNC4454S	32.9771462163243	35.09441661729	10031	44542	180	3G	
UNC4454T	32.9771462163243	35.09441661729	10031	44543	300	3G	
UNC4454V	32.9771462163243	35.09441661729	10031	44545	90	3G	
UNC4454W	32.9771462163243	35.09441661729	10031	44546	180	3G	
UNC4454X	32.9771462163243	35.09441661729	10031	44547	300	3G	
UNC4460I	32.7946943078766	34.9965307654375	10151	44608	210	3G	
UNC4460J	32.7946943078766	34.9965307654375	10151	44609	270	3G	
UNC4460R	32.7946943078766	34.9965307654375	10151	44601	210	3G	
UNC4460S	32.7946943078766	34.9965307654375	10151	44602	270	3G	
UNC4460V	32.7946943078766	34.9965307654375	10151	44605	210	3G	
UNC4460W	32.7946943078766	34.9965307654375	10151	44606	270	3G	
UNC4465I	32.8313333703019	35.1000861295672	10152	44658	45	3G	
UNC4465J	32.8313333703019	35.1000861295672	10152	44659	200	3G	
UNC4465K	32.8313333703019	35.1000861295672	10152	44650	290	3G	
UNC4465R	32.8313333703019	35.1000861295672	10152	44651	45	3G	
UNC4465S	32.8313333703019	35.1000861295672	10152	44652	200	3G	
UNC4465T	32.8313333703019	35.1000861295672	10152	44653	290	3G	
UNC4465V	32.8313333703019	35.1000861295672	10152	44655	45	3G	
UNC4465W	32.8313333703019	35.1000861295672	10152	44656	200	3G	
UNC4465X	32.8313333703019	35.1000861295672	10152	44657	290	3G	
UNC4467I	32.8427593245417	35.0895836564211	10152	44678	160	3G	
UNC4467J	32.8427593245417	35.0895836564211	10152	44679	250	3G	
UNC4467K	32.8427593245417	35.0895836564211	10152	44670	340	3G	
UNC4467R	32.8427593245417	35.0895836564211	10152	44671	160	3G	
UNC4467S	32.8427593245417	35.0895836564211	10152	44672	250	3G	
UNC4467T	32.8427593245417	35.0895836564211	10152	44673	340	3G	
UNC4467V	32.8427593245417	35.0895836564211	10152	44675	160	3G	
UNC4467W	32.8427593245417	35.0895836564211	10152	44676	250	3G	
UNC4467X	32.8427593245417	35.0895836564211	10152	44677	340	3G	
UNC4483I	32.6172919403268	35.0462834742154	10182	44838	180	3G	
UNC4483J	32.6172919403268	35.0462834742154	10182	44839	260	3G	
UNC4483R	32.6172919403268	35.0462834742154	10182	44831	180	3G	
UNC4483S	32.6172919403268	35.0462834742154	10182	44832	260	3G	
UNC4483V	32.6172919403268	35.0462834742154	10182	44835	180	3G	
UNC4483W	32.6172919403268	35.0462834742154	10182	44836	260	3G	
UNC4484I	32.6997555111314	34.9956069522623	10182	44848	50	3G	
UNC4484J	32.6997555111314	34.9956069522623	10182	44849	220	3G	
UNC4484R	32.6997555111314	34.9956069522623	10182	44841	50	3G	
UNC4484S	32.6997555111314	34.9956069522623	10182	44842	220	3G	
UNC4484V	32.6997555111314	34.9956069522623	10182	44845	50	3G	
UNC4484W	32.6997555111314	34.9956069522623	10182	44846	220	3G	
UNC4485I	32.7223313584635	35.0599984219522	10153	44858	160	3G	
